CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
2335,Male,43,39,68
2336,Female,69,103,19
2337,Male,39,41,30
2338,Female,48,56,1
2339,Female,60,97,48
2340,Male,27,72,19
2341,Female,29,140,52
2342,Male,45,32,85
2343,Male,23,83,22
2344,Male,37,59,50
2345,Male,22,133,66
2346,Female,40,22,6
2347,Male,26,135,64
2348,Female,46,38,21
2349,Female,33,130,97
2350,Female,63,99,19
2351,Female,39,142,91
2352,Male,25,87,37
2353,Male,37,118,63
2354,Female,68,23,29
2355,Female,31,145,60
2356,Male,56,57,92
2357,Female,54,33,34
2358,Male,67,88,1
2359,Female,51,60,48
2360,Male,28,12,89
2361,Female,57,137,21
2362,Female,50,128,34
2363,Male,48,67,26
2364,Female,61,134,36
2365,Female,51,122,99
2366,Male,67,64,23
2367,Female,24,128,81
2368,Male,66,129,47
2369,Male,40,89,76
2370,Female,63,51,44
2371,Female,24,30,20
2372,Female,42,19,27
2373,Female,20,66,61
2374,Female,55,65,37
2375,Female,37,47,84
2376,Female,51,95,52
2377,Male,66,122,75
2378,Female,61,121,92
2379,Male,61,63,62
2380,Female,47,55,66
2381,Female,34,13,24
2382,Male,27,71,80
2383,Female,52,133,12
2384,Female,37,137,16
2385,Male,35,121,36
2386,Female,62,94,2
2387,Female,61,13,89
2388,Female,44,74,62
2389,Male,66,71,64
2390,Female,53,99,29
2391,Female,40,129,92
2392,Female,49,139,74
2393,Female,27,146,87
2394,Male,28,54,96
2395,Male,55,121,31
2396,Female,23,51,83
2397,Female,58,50,15
2398,Male,64,98,55
2399,Male,51,51,33
2400,Female,53,44,81
2401,Male,54,76,52
2402,Female,34,50,20
2403,Male,57,108,73
2404,Male,57,59,38
2405,Male,29,113,3
2406,Male,38,95,54
2407,Female,57,88,66
2408,Male,36,54,18
2409,Male,20,115,87
2410,Female,35,131,83
2411,Male,68,86,7
2412,Male,36,65,35
2413,Female,64,121,84
2414,Male,23,102,84
2415,Female,33,50,83
2416,Female,25,15,80
2417,Female,65,107,85
2418,Female,35,82,93
2419,Male,69,50,60
2420,Female,65,18,24
2421,Male,60,17,93
2422,Male,56,113,95
2423,Male,66,22,39
2424,Male,66,28,12
2425,Male,29,107,94
2426,Male,62,105,53
2427,Male,27,58,64
2428,Male,24,109,4
2429,Male,63,91,94
2430,Male,18,75,5
2431,Female,66,100,16
2432,Female,53,68,27
2433,Female,38,62,4
2434,Male,54,61,72
2435,Female,69,90,48
2436,Female,41,24,8
2437,Female,42,130,81
2438,Male,24,14,46
2439,Male,59,144,44
2440,Male,34,27,67
2441,Male,46,65,91
2442,Female,47,84,52
2443,Female,24,105,34
2444,Female,50,123,62
2445,Female,24,110,21
2446,Male,41,37,24
2447,Male,28,59,44
2448,Male,26,11,41
2449,Female,29,77,29
2450,Male,52,137,6
2451,Male,21,86,56
2452,Female,53,33,14
2453,Female,45,121,50
2454,Male,30,128,78
2455,Male,40,45,52
2456,Male,36,11,88
2457,Male,59,136,77
2458,Male,54,114,1
2459,Male,56,27,12
2460,Female,41,17,24
2461,Female,33,24,37
2462,Female,50,32,84
2463,Male,29,102,70
2464,Female,51,58,76
2465,Male,24,73,85
2466,Male,28,43,3
2467,Female,48,27,27
2468,Male,46,73,53
2469,Male,30,115,17
2470,Female,48,83,15
2471,Female,19,111,39
2472,Female,56,26,4
2473,Male,32,61,17
2474,Female,28,73,11
2475,Female,51,43,12
2476,Male,56,104,32
2477,Female,21,96,27
2478,Female,28,111,44
2479,Female,46,149,43
2480,Male,19,85,91
2481,Male,33,28,49
2482,Male,56,146,93
2483,Male,30,83,73
2484,Female,54,59,43
2485,Male,34,48,3
2486,Male,38,147,29
2487,Female,61,21,85
2488,Female,36,88,35
2489,Female,24,24,48
2490,Male,55,37,74
2491,Male,25,141,87
2492,Male,30,45,39
2493,Female,54,128,89
2494,Female,19,74,24
2495,Male,58,107,20
2496,Female,28,56,15
2497,Female,41,90,85
2498,Female,23,48,76
2499,Male,43,47,18
2500,Female,24,53,60
2501,Female,56,106,87
2502,Male,36,133,93
2503,Male,23,35,41
2504,Female,60,106,69
2505,Female,46,10,90
2506,Male,60,62,75
2507,Male,56,15,11
2508,Female,19,46,56
2509,Female,36,11,18
2510,Female,21,132,12
2511,Female,23,78,16
2512,Male,66,22,27
2513,Female,54,78,17
2514,Female,45,75,85
2515,Male,47,68,31
2516,Female,24,77,35
2517,Male,26,68,27
2518,Female,42,126,87
2519,Female,50,19,32
2520,Male,18,139,17
2521,Male,68,24,11
2522,Female,23,55,1
2523,Female,35,147,92
2524,Female,27,98,82
2525,Male,45,86,49
2526,Female,28,145,41
2527,Male,50,119,20
2528,Male,18,106,71
2529,Female,30,54,37
2530,Male,54,100,16
2531,Female,37,123,39
2532,Female,18,82,45
2533,Female,69,44,64
2534,Female,20,51,47
2535,Female,35,142,23
2536,Male,58,36,32
2537,Male,31,41,49
2538,Female,48,145,81
2539,Female,44,112,19
2540,Male,34,94,98
2541,Male,63,87,78
2542,Male,46,53,67
2543,Male,53,41,39
2544,Female,54,37,89
2545,Female,43,86,60
2546,Male,34,27,11
2547,Female,39,112,49
2548,Male,42,79,15
2549,Female,19,128,83
2550,Male,39,148,61
2551,Female,22,106,43
2552,Male,21,145,15
2553,Male,53,44,79
2554,Female,23,78,79
2555,Male,69,135,73
2556,Female,38,108,5
2557,Female,30,87,83
2558,Male,54,120,88
2559,Female,42,26,29
2560,Female,43,149,62
2561,Female,56,13,60
2562,Female,37,101,69
2563,Female,50,84,22
2564,Male,31,112,13
2565,Female,53,33,50
2566,Female,34,74,47
2567,Female,38,126,29
2568,Female,63,91,80
2569,Female,33,15,17
2570,Male,63,75,20
2571,Female,33,76,78
2572,Male,37,81,6
2573,Male,46,104,22
2574,Male,45,57,9
2575,Male,25,79,32
2576,Female,41,87,88
2577,Male,20,76,33
2578,Male,42,74,77
2579,Female,36,72,99
2580,Female,50,55,70
2581,Female,19,82,49
2582,Male,32,80,30
2583,Female,39,119,16
2584,Female,27,72,65
2585,Male,35,50,82
2586,Female,39,16,86
2587,Female,63,146,90
2588,Female,66,13,14
2589,Female,44,98,56
2590,Male,30,143,37
2591,Female,50,91,49
2592,Female,22,30,78
2593,Male,43,137,90
2594,Female,30,114,50
2595,Male,44,113,36
2596,Female,31,77,52
2597,Male,41,119,23
2598,Male,20,75,66
2599,Male,64,36,71
2600,Male,68,69,45
2601,Female,66,127,86
2602,Male,47,53,28
2603,Female,52,45,20
2604,Male,65,28,49
2605,Male,31,100,57
2606,Male,29,54,82
2607,Female,45,107,88
2608,Male,61,28,97
2609,Female,46,50,59
2610,Female,60,35,26
2611,Female,34,37,19
2612,Female,57,73,13
2613,Female,66,77,74
2614,Female,38,89,62
2615,Female,40,60,14
2616,Female,37,111,73
2617,Female,28,19,11
2618,Male,51,109,67
2619,Male,27,131,12
2620,Male,27,73,35
2621,Male,60,133,39
2622,Male,23,28,32
2623,Female,53,85,14
2624,Female,41,71,65
2625,Female,29,34,27
2626,Female,60,98,60
2627,Female,40,101,43
2628,Female,44,51,65
2629,Female,62,126,55
2630,Male,54,48,93
2631,Male,23,142,88
2632,Male,18,90,81
2633,Male,23,116,35
2634,Female,67,120,95
2635,Female,39,30,32
2636,Female,58,59,19
2637,Male,41,130,95
2638,Female,42,143,39
2639,Female,32,59,20
2640,Female,43,124,28
2641,Male,25,10,3
2642,Female,68,39,32
2643,Male,41,116,86
2644,Male,65,57,58
2645,Male,55,96,54
2646,Male,23,138,42
2647,Female,52,28,15
2648,Male,59,55,83
2649,Male,18,139,62
2650,Female,63,65,31
2651,Female,53,101,61
2652,Male,29,91,26
2653,Female,55,88,69
2654,Male,28,114,57
2655,Male,29,36,20
2656,Male,59,64,66
2657,Male,67,69,21
2658,Female,56,118,60
2659,Male,24,129,63
2660,Female,28,94,51
2661,Female,53,95,92
2662,Female,69,126,84
2663,Female,48,117,39
2664,Male,50,84,11
2665,Female,30,128,57
2666,Male,35,16,3
2667,Female,58,84,37
2668,Female,41,67,84
2669,Male,26,25,96
2670,Male,48,36,25
2671,Male,58,60,21
2672,Female,27,84,80
2673,Female,19,96,42
2674,Male,55,132,1
2675,Male,32,85,23
2676,Male,20,49,24
2677,Male,60,76,47
2678,Female,48,139,89
2679,Male,23,111,7
2680,Male,20,102,38
2681,Male,28,119,47
2682,Male,32,91,35
2683,Female,62,87,78
2684,Male,69,11,62
2685,Female,45,74,73
2686,Male,27,29,3
2687,Male,55,43,20
2688,Female,64,50,97
2689,Male,67,32,44
2690,Female,67,47,32
2691,Female,24,76,26
2692,Male,32,71,48
2693,Female,35,149,5
2694,Female,35,39,59
2695,Female,69,96,61
2696,Female,58,127,49
2697,Female,41,15,30
2698,Female,19,84,17
2699,Female,57,141,70
2700,Female,37,102,58
2701,Male,51,19,63
2702,Male,60,60,61
2703,Female,43,102,63
2704,Male,24,47,15
2705,Female,55,138,1
2706,Female,47,145,13
2707,Male,59,111,48
2708,Female,22,90,34
2709,Female,28,92,30
2710,Female,18,40,19
2711,Female,51,30,64
2712,Male,18,140,66
2713,Female,36,135,57
2714,Female,19,44,44
2715,Female,38,54,12
2716,Male,37,68,40
2717,Female,40,21,24
2718,Male,38,149,11
2719,Male,41,42,66
2720,Female,21,30,1
2721,Female,29,69,58
2722,Male,39,61,28
2723,Female,37,132,68
2724,Male,35,115,94
2725,Male,18,109,59
2726,Female,47,80,71
2727,Female,50,144,22
2728,Male,41,71,90
2729,Male,31,97,29
2730,Male,53,33,89
2731,Male,22,49,74
2732,Female,28,85,84
2733,Female,41,145,78
2734,Female,48,18,97
2735,Female,30,12,69
2736,Female,33,30,45
2737,Male,41,104,70
2738,Female,30,25,86
2739,Female,41,116,17
2740,Female,43,102,79
2741,Female,19,142,39
2742,Female,33,148,40
2743,Male,55,88,28
2744,Male,63,79,2
2745,Male,18,57,82
2746,Female,66,24,27
2747,Male,28,43,21
2748,Male,68,69,87
2749,Female,52,11,7
2750,Female,60,89,61
2751,Female,46,28,52
2752,Male,54,58,48
2753,Male,34,87,19
2754,Female,56,37,73
2755,Female,59,57,12
2756,Male,45,105,94
2757,Male,46,118,71
2758,Female,60,82,2
2759,Female,20,109,17
2760,Male,69,38,75
2761,Female,27,67,76
2762,Male,59,57,3
2763,Male,31,32,21
2764,Male,29,36,78
2765,Male,64,16,79
2766,Female,59,58,51
2767,Female,47,118,10
2768,Male,49,77,55
2769,Male,49,82,36
2770,Male,59,110,51
2771,Male,49,17,74
2772,Male,43,62,17
2773,Female,68,144,89
2774,Female,18,146,61
2775,Female,59,12,91
2776,Female,19,87,97
2777,Male,34,95,75
2778,Male,47,55,13
2779,Male,56,99,65
2780,Male,24,18,95
2781,Male,69,124,97
2782,Female,44,139,85
2783,Male,26,84,80
2784,Female,39,90,87
2785,Female,51,137,74
2786,Female,63,43,48
2787,Female,66,48,97
2788,Male,18,22,86
2789,Female,26,142,70
2790,Female,37,59,47
2791,Female,36,32,10
2792,Male,53,131,57
2793,Male,57,129,80
2794,Male,62,97,13
2795,Female,21,121,61
2796,Female,26,120,58
2797,Male,58,81,84
2798,Female,39,66,68
2799,Male,35,10,84
2800,Male,29,122,86
2801,Female,59,71,29
2802,Female,60,56,16
2803,Female,56,87,63
2804,Female,26,115,47
2805,Male,23,135,43
2806,Male,36,14,23
2807,Male,65,40,30
2808,Male,64,46,57
2809,Male,24,88,30
2810,Female,33,61,67
2811,Male,22,148,56
2812,Male,33,52,24
2813,Male,18,49,77
2814,Female,68,72,96
2815,Female,54,139,76
2816,Female,56,96,8
2817,Female,36,82,88
2818,Male,54,113,44
2819,Male,34,25,80
2820,Female,43,68,96
2821,Female,39,56,34
2822,Male,25,125,35
2823,Male,50,118,96
2824,Female,19,18,50
2825,Female,47,74,17
2826,Female,64,68,2
2827,Female,37,111,90
2828,Male,35,145,54
2829,Male,60,132,44
2830,Male,27,100,81
2831,Female,41,105,49
2832,Female,21,67,2
2833,Male,54,41,72
2834,Male,21,57,70
2835,Male,30,54,9
2836,Male,42,109,1
2837,Female,30,109,69
2838,Male,35,55,9
2839,Male,41,135,14
2840,Male,19,55,27
2841,Male,65,130,9
2842,Male,50,97,36
2843,Male,36,70,93
2844,Male,26,55,84
2845,Female,45,90,79
2846,Female,52,54,3
2847,Female,56,127,23
2848,Female,27,56,73
2849,Male,18,32,30
2850,Female,59,70,19
2851,Female,38,22,67
2852,Male,26,16,50
2853,Male,64,37,48
2854,Female,32,105,3
2855,Female,52,116,98
2856,Male,22,107,66
2857,Female,58,121,27
2858,Male,39,10,87
2859,Male,58,52,96
2860,Male,40,51,99
2861,Male,24,104,40
2862,Female,40,138,18
2863,Male,61,60,27
2864,Male,42,24,11
2865,Female,44,134,39
2866,Male,58,96,19
2867,Female,23,62,89
2868,Female,51,98,7
2869,Female,26,115,95
2870,Male,66,15,57
2871,Female,50,40,2
2872,Female,68,49,38
2873,Male,23,78,5
2874,Female,54,144,78
2875,Female,48,22,82
2876,Female,51,13,36
2877,Female,58,12,68
2878,Female,46,149,88
2879,Male,31,74,77
2880,Female,53,36,85
2881,Female,53,116,57
2882,Male,32,59,97
2883,Male,25,26,20
2884,Male,43,41,5
2885,Female,53,26,24
2886,Male,65,43,99
2887,Female,38,44,30
2888,Female,45,59,28
2889,Male,21,112,53
2890,Male,33,42,51
2891,Female,39,98,7
2892,Male,29,138,42
2893,Female,33,94,35
2894,Male,68,68,94
2895,Male,57,19,34
2896,Male,55,66,73
2897,Female,59,75,76
2898,Male,54,128,54
2899,Female,46,121,29
2900,Female,35,24,10
2901,Female,27,22,27
2902,Female,59,123,83
2903,Male,56,127,13
2904,Female,35,123,42
2905,Female,18,43,37
2906,Male,56,110,61
2907,Female,38,34,96
2908,Male,18,121,79
2909,Female,32,63,21
2910,Male,21,21,3
2911,Female,37,135,8
2912,Male,27,146,70
2913,Female,40,40,93
2914,Female,58,87,83
2915,Male,51,62,17
2916,Male,63,121,10
2917,Male,65,52,97
2918,Male,50,51,13
2919,Female,51,133,91
2920,Female,56,76,12
2921,Male,27,75,66
2922,Female,37,92,74
2923,Male,18,103,85
2924,Male,30,114,23
2925,Female,18,40,65
2926,Female,22,127,97
2927,Female,33,37,52
2928,Female,32,13,61
2929,Female,66,147,26
2930,Female,45,27,15
2931,Female,48,56,22
2932,Male,40,18,89
2933,Male,65,38,65
2934,Male,62,101,26
2935,Male,60,73,21
2936,Male,34,120,24
2937,Female,66,133,16
2938,Male,51,119,32
2939,Male,30,127,16
2940,Male,31,109,77
2941,Male,28,40,42
2942,Male,45,90,32
2943,Male,59,55,50
2944,Male,49,58,41
2945,Female,52,51,24
2946,Female,48,121,13
2947,Male,34,36,75
2948,Female,64,97,79
2949,Female,26,130,10
2950,Female,27,12,42
2951,Female,25,69,41
2952,Male,38,88,3
2953,Female,30,41,55
2954,Female,67,16,16
2955,Female,22,80,44
2956,Male,23,137,81
2957,Male,47,67,89
2958,Male,48,121,30
2959,Male,34,57,99
2960,Male,28,120,37
2961,Male,37,80,60
2962,Male,65,84,77
2963,Female,26,83,24
2964,Female,19,130,26
2965,Female,54,64,58
2966,Male,18,50,9
2967,Male,21,106,61
2968,Male,53,42,19
2969,Male,42,43,28
2970,Male,20,71,7
2971,Female,26,28,45
2972,Female,39,19,86
2973,Male,40,129,94
2974,Male,29,132,63
2975,Male,27,113,37
2976,Male,51,14,16
2977,Female,60,67,5
2978,Male,27,68,29
2979,Male,47,137,52
2980,Male,39,95,23
2981,Male,23,113,6
2982,Female,67,138,36
2983,Male,19,47,57
2984,Male,47,116,33
2985,Female,19,118,49
2986,Female,49,62,41
2987,Female,59,61,80
2988,Male,33,10,55
2989,Male,29,20,98
2990,Female,18,67,26
2991,Female,25,137,37
2992,Female,65,53,77
2993,Female,67,15,17
2994,Female,30,17,96
2995,Female,32,14,32
2996,Male,61,115,28
2997,Male,25,121,93
2998,Male,27,26,25
2999,Female,63,18,47
3000,Female,22,87,22
3001,Female,67,23,91
3002,Female,36,122,61
3003,Female,64,100,44
3004,Female,55,34,20
3005,Male,28,107,50
3006,Male,60,12,88
3007,Female,37,148,47
3008,Male,37,121,47
3009,Female,38,56,72
3010,Male,35,59,51
3011,Female,67,133,55
3012,Female,27,99,78
3013,Male,51,76,39
3014,Male,43,11,14
3015,Female,47,11,69
3016,Female,26,74,47
3017,Male,63,100,21
3018,Male,68,125,15
3019,Female,48,58,97
3020,Male,59,78,81
3021,Female,21,141,84
3022,Female,23,135,1
3023,Female,31,62,80
3024,Female,21,121,82
3025,Male,43,148,10
3026,Male,64,122,23
3027,Male,65,123,18
3028,Male,56,147,58
3029,Male,34,57,73
3030,Male,36,40,94
3031,Male,68,46,77
3032,Female,66,117,52
3033,Male,23,37,95
3034,Male,46,79,46
3035,Female,28,23,13
3036,Male,33,131,96
3037,Male,47,25,17
3038,Female,42,34,67
3039,Male,57,75,61
3040,Male,28,47,65
3041,Male,24,112,53
3042,Female,43,107,5
3043,Male,39,124,32
3044,Male,42,49,89
3045,Female,36,73,45
3046,Male,48,98,56
3047,Female,43,109,5
3048,Female,59,91,87
3049,Male,58,86,76
3050,Female,53,68,34
3051,Female,40,100,61
3052,Male,64,107,87
3053,Female,30,148,80
3054,Female,42,10,62
3055,Male,19,22,69
3056,Male,19,39,63
3057,Male,33,27,44
3058,Female,26,87,28
3059,Male,45,41,70
3060,Female,30,80,13
3061,Female,52,59,43
3062,Female,58,125,30
3063,Female,30,122,26
3064,Female,48,89,81
3065,Female,38,40,63
3066,Female,49,60,73
3067,Male,51,69,57
3068,Male,25,42,64
3069,Female,58,136,80
3070,Female,65,135,49
3071,Male,19,50,52
3072,Female,55,28,63
3073,Male,49,50,82
3074,Male,57,94,13
3075,Male,45,98,93
3076,Female,54,51,88
3077,Female,58,129,45
3078,Male,18,32,46
3079,Male,58,42,77
3080,Male,27,29,89
3081,Male,21,99,41
3082,Male,52,113,46
3083,Female,27,21,1
3084,Male,64,60,73
3085,Female,28,15,68
3086,Male,31,100,92
3087,Female,55,78,12
3088,Female,29,132,88
3089,Female,62,124,73
3090,Female,34,120,35
3091,Female,33,70,99
3092,Female,52,116,33
3093,Male,19,87,58
3094,Female,28,104,35
3095,Male,58,83,46
3096,Female,20,57,84
3097,Female,46,105,66
3098,Male,35,40,44
3099,Female,37,43,26
3100,Male,64,96,42
3101,Male,31,144,77
3102,Male,51,92,30
3103,Male,66,144,32
3104,Female,48,56,36
3105,Female,57,145,19
3106,Male,59,138,22
3107,Female,35,134,65
3108,Female,47,86,57
3109,Male,42,12,11
3110,Female,36,101,26
3111,Male,25,109,48
3112,Male,45,136,19
3113,Female,25,77,83
3114,Female,48,142,12
3115,Female,20,99,67
3116,Male,20,98,56
3117,Male,61,19,18
3118,Female,39,17,5
3119,Female,34,21,24
3120,Female,53,73,78
3121,Female,34,127,38
3122,Male,31,68,67
3123,Female,68,59,70
3124,Male,26,49,76
3125,Male,47,131,52
3126,Female,38,106,75
3127,Female,29,136,39
3128,Female,54,96,59
3129,Male,49,86,26
3130,Female,28,130,65
3131,Female,37,120,80
3132,Male,52,138,48
3133,Female,64,50,53
3134,Male,63,146,9
3135,Female,28,32,5
3136,Male,69,87,72
3137,Female,25,20,61
3138,Female,21,80,21
3139,Male,44,35,97
3140,Male,61,39,63
3141,Female,57,111,20
3142,Male,55,78,58
3143,Male,64,142,45
3144,Male,47,70,22
3145,Male,61,115,77
3146,Female,65,32,75
3147,Female,65,122,82
3148,Male,44,39,63
3149,Male,38,76,30
3150,Male,69,140,63
3151,Male,37,130,97
3152,Female,21,92,44
3153,Female,28,71,67
3154,Male,30,66,58
3155,Male,26,10,65
3156,Male,21,111,36
3157,Female,29,78,6
3158,Male,26,68,37
3159,Female,30,55,93
3160,Male,65,115,75
3161,Female,43,43,55
3162,Male,55,110,77
3163,Female,59,106,75
3164,Male,30,38,59
3165,Male,56,132,38
3166,Male,45,82,25
3167,Female,36,13,79
3168,Male,41,47,77
3169,Female,36,29,33
3170,Female,66,122,13
3171,Male,30,32,38
3172,Male,30,120,58
3173,Male,45,145,88
3174,Female,19,54,20
3175,Male,27,106,17
3176,Female,39,42,24
3177,Female,30,144,26
3178,Male,26,31,40
3179,Male,50,142,32
3180,Male,31,24,93
3181,Male,65,30,78
3182,Male,37,135,37
3183,Male,32,98,86
3184,Female,49,26,98
3185,Female,50,65,91
3186,Female,34,59,92
3187,Male,41,144,86
3188,Female,47,127,60
3189,Female,30,131,57
3190,Female,64,59,58
3191,Female,65,69,67
3192,Female,33,134,22
3193,Male,19,125,58
3194,Male,34,144,85
3195,Female,49,97,80
3196,Female,60,114,73
3197,Female,25,64,77
3198,Male,69,73,74
3199,Male,20,105,49
3200,Female,29,53,85
3201,Male,37,139,49
3202,Male,33,59,42
3203,Female,31,120,40
3204,Male,33,146,71
3205,Male,66,108,46
3206,Female,60,93,22
3207,Male,66,39,82
3208,Male,68,74,21
3209,Female,50,33,51
3210,Male,47,99,14
3211,Male,29,115,74
3212,Female,32,86,97
3213,Female,35,77,9
3214,Female,45,118,18
3215,Male,40,106,13
3216,Female,31,142,17
3217,Male,47,101,87
3218,Female,50,97,25
3219,Male,62,59,54
3220,Female,32,112,16
3221,Female,24,121,24
3222,Female,32,55,95
3223,Female,69,20,75
3224,Male,59,21,23
3225,Female,63,73,41
3226,Female,55,17,86
3227,Male,63,18,33
3228,Female,61,139,42
3229,Male,28,87,48
3230,Female,46,11,18
3231,Female,48,83,63
3232,Female,42,140,78
3233,Male,69,143,92
3234,Female,41,96,11
3235,Female,36,14,24
3236,Female,19,140,61
3237,Male,39,147,64
3238,Male,37,23,36
3239,Female,50,133,83
3240,Male,25,52,77
3241,Female,42,37,97
3242,Female,63,33,53
3243,Female,26,26,83
3244,Female,51,92,47
3245,Female,40,54,52
3246,Female,22,83,96
3247,Female,42,148,79
3248,Male,25,70,57
3249,Male,33,47,75
3250,Male,65,75,23
3251,Male,62,42,59
3252,Male,69,52,69
3253,Male,32,121,56
3254,Male,18,44,86
3255,Female,39,46,42
3256,Female,20,109,18
3257,Female,55,32,71
3258,Female,31,98,33
3259,Male,53,24,3
3260,Male,35,141,28
3261,Female,64,31,1
3262,Female,58,87,63
3263,Male,35,81,47
3264,Female,20,107,37
3265,Female,27,99,86
3266,Female,66,118,48
3267,Female,56,103,19
3268,Male,64,89,14
3269,Female,18,103,67
3270,Female,44,89,83
3271,Male,44,47,97
3272,Male,28,143,85
3273,Female,66,143,65
3274,Male,22,35,26
3275,Female,24,110,10
3276,Female,36,84,99
3277,Male,46,47,77
3278,Female,32,92,70
3279,Female,52,65,43
3280,Female,64,114,70
3281,Female,54,40,99
3282,Male,29,67,80
3283,Male,47,82,72
3284,Female,37,141,59
3285,Male,54,19,3
3286,Female,20,82,5
3287,Female,26,24,85
3288,Female,58,107,95
3289,Female,56,72,78
3290,Female,43,28,83
3291,Male,19,122,37
3292,Female,40,72,84
3293,Male,40,125,52
3294,Male,38,30,66
3295,Female,33,90,63
3296,Female,26,75,7
3297,Female,30,74,97
3298,Female,45,52,53
3299,Female,44,66,6
3300,Male,68,147,7
3301,Female,69,46,44
3302,Female,34,129,18
3303,Male,55,78,54
3304,Male,53,65,29
3305,Female,18,128,83
3306,Male,35,64,25
3307,Female,68,47,63
3308,Male,26,24,68
3309,Male,30,86,13
3310,Female,57,62,32
3311,Male,62,16,27
3312,Male,32,64,51
3313,Male,60,61,34
3314,Male,61,13,28
3315,Male,63,52,73
3316,Male,21,49,72
3317,Female,50,130,85
3318,Female,41,39,30
3319,Male,53,147,93
3320,Female,68,112,9
3321,Female,58,16,13
3322,Female,27,118,82
3323,Male,53,29,64
3324,Female,37,58,38
3325,Male,58,105,22
3326,Female,62,68,31
3327,Male,61,99,99
3328,Male,28,35,42
3329,Female,29,45,62
3330,Female,35,135,64
3331,Male,47,52,74
3332,Female,61,108,9
3333,Female,65,42,95
3334,Female,54,109,44
3335,Male,37,106,63
3336,Male,42,54,40
3337,Female,29,97,88
3338,Female,38,104,41
3339,Female,42,26,72
3340,Male,28,149,50
3341,Male,26,31,20
3342,Female,67,99,81
3343,Female,42,87,92
3344,Female,52,149,70
3345,Female,69,123,42
3346,Female,49,77,33
3347,Female,66,119,92
3348,Male,31,134,63
3349,Female,18,66,57
3350,Male,34,64,65
3351,Female,42,91,52
3352,Female,25,116,99
3353,Male,22,111,88
3354,Male,22,120,6
3355,Male,58,116,7
3356,Male,52,111,9
3357,Female,36,12,61
3358,Male,40,34,80
3359,Female,26,84,34
3360,Male,47,70,35
3361,Female,67,132,99
3362,Female,33,64,20
3363,Female,50,48,58
3364,Female,19,92,87
3365,Female,31,43,60
3366,Female,63,122,54
3367,Male,18,36,35
3368,Female,43,40,47
3369,Male,42,146,46
3370,Male,33,92,87
3371,Female,32,19,4
3372,Male,43,49,10
3373,Female,64,63,75
3374,Male,61,144,40
3375,Female,33,13,55
3376,Male,31,15,73
3377,Female,46,82,40
3378,Female,41,67,76
3379,Female,64,86,81
3380,Female,32,28,96
3381,Male,36,71,23
3382,Female,25,80,15
3383,Male,51,147,92
3384,Male,19,34,5
3385,Male,44,136,40
3386,Female,27,67,18
3387,Male,52,129,21
3388,Male,40,120,79
3389,Male,66,85,3
3390,Female,25,79,46
3391,Female,45,147,90
3392,Male,40,75,79
3393,Female,21,129,53
3394,Female,31,96,20
3395,Male,59,148,59
3396,Male,46,131,21
3397,Female,18,58,90
3398,Male,21,57,87
3399,Female,49,124,51
3400,Female,50,96,25
3401,Female,66,16,68
3402,Female,43,86,10
3403,Female,34,130,86
3404,Female,56,133,67
3405,Male,40,134,83
3406,Male,49,21,95
3407,Female,69,80,9
3408,Female,32,10,29
3409,Female,30,128,37
3410,Male,19,120,71
3411,Female,36,73,38
3412,Male,41,52,88
3413,Female,62,50,72
3414,Female,41,124,98
3415,Male,28,48,59
3416,Male,39,10,57
3417,Female,32,50,90
3418,Female,27,97,60
3419,Female,58,107,28
3420,Male,44,97,28
3421,Male,26,88,46
3422,Male,69,80,71
3423,Male,45,146,67
3424,Male,18,108,86
3425,Male,34,96,55
3426,Female,48,10,38
3427,Female,61,121,18
3428,Male,27,83,76
3429,Female,54,74,95
3430,Female,46,78,63
3431,Male,35,76,5
3432,Female,64,59,44
3433,Male,55,67,29
3434,Male,56,62,14
3435,Female,66,100,58
3436,Male,23,124,44
3437,Male,57,127,18
3438,Male,29,66,7
3439,Male,31,95,87
3440,Male,61,27,97
3441,Male,27,25,62
3442,Male,37,139,45
3443,Male,32,22,16
3444,Female,48,89,64
3445,Female,24,52,37
3446,Female,58,63,25
3447,Male,27,146,9
3448,Male,27,82,55
3449,Female,65,57,28
3450,Female,56,27,9
3451,Female,45,20,12
3452,Male,47,93,18
3453,Female,54,28,91
3454,Female,20,109,90
3455,Male,67,125,56
3456,Female,60,99,90
3457,Male,32,83,74
3458,Male,38,33,58
3459,Male,69,22,81
3460,Female,54,134,51
3461,Female,29,125,32
3462,Male,21,80,88
3463,Female,64,135,48
3464,Female,26,128,8
3465,Female,56,100,30
3466,Female,59,94,26
3467,Male,45,117,24
3468,Female,40,136,27
3469,Male,62,130,79
3470,Male,57,138,92
3471,Female,61,15,75
3472,Male,39,87,39
3473,Female,41,47,66
3474,Female,68,125,51
3475,Male,43,111,73
3476,Male,47,17,50
3477,Male,50,87,45
3478,Male,33,121,87
3479,Female,39,64,33
3480,Female,66,57,19
3481,Female,67,97,13
3482,Male,60,19,78
3483,Male,35,61,96
3484,Male,24,43,22
3485,Female,67,70,20
3486,Male,43,88,97
3487,Female,25,27,5
3488,Male,23,80,84
3489,Female,47,95,78
3490,Female,56,41,91
3491,Male,40,52,90
3492,Male,49,92,32
3493,Female,39,78,30
3494,Female,59,59,91
3495,Male,60,21,26
3496,Male,62,94,82
3497,Female,26,132,87
